name,url,city,cuisine,avgRating,numReviews,priceRange,latitude,longitude,telephone,postalCode,StreetAddress,AddressLocality,AddressRegion,openingHoursSpecification,addressString,geoString,ratingString
Tortas Locas Hipocampo (San Jerónimo),https://www.ubereats.com/mx-en/store/tortas-locas-hipocampo-san-jeronimo/S1ZoCEW5SlmDZIG2ynlqIg,La Magdalena Contreras,['Mexican'],4.6,142,$$,19.329605441390772,-99.21600418077439,+525587904109,10200,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '12:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '11:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '10:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'La Magdalena Contreras', 'addressRegion': 'Mexico City', 'postalCode': '10200', 'addressCountry': 'MX', 'streetAddress': 'Avenida San Jerónimo 819'}","{'@type': 'GeoCoordinates', 'latitude': 19.329605441390772, 'longitude': -99.21600418077439}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '142'}"
Terraza Alv Burger Bar,https://www.ubereats.com/mx-en/store/terraza-alv-burger-bar/5hJBIWphVA6v6V2qmjbXIA,Benito Juárez,"['Burgers', 'American']",4.7,22,,19.36603675255222,-99.18117718905178,+525585287747,03940,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '15:0', 'closes': '0:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '15:0', 'closes': '1:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Benito Juárez', 'addressRegion': 'DF', 'postalCode': '03940', 'addressCountry': 'MX', 'streetAddress': 'Av. Insurgentes Sur 1544, Crédito Constructor'}","{'@type': 'GeoCoordinates', 'latitude': 19.36603675255222, 'longitude': -99.18117718905178}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '22'}"
Kunio San - ITAM,https://www.ubereats.com/mx-en/store/kunio-san-itam/mpFD7ZwWQeWvLIjmP4XDIQ,Ciudad de México,['Sushi'],4.8,62,$$,19.3479947,-99.1906679,+525556160649,01000,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '13:0', 'closes': '19:55'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '13:0', 'closes': '21:55'}]","{'@type': 'PostalAddress', 'addressLocality': 'Ciudad de México', 'addressRegion': 'CDMX', 'postalCode': '01000', 'addressCountry': 'MX', 'streetAddress': 'Av. Revolución 1623, San Ángel'}","{'@type': 'GeoCoordinates', 'latitude': 19.3479947, 'longitude': -99.1906679}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '62'}"
Crepas La Delicia (Las Águilas),https://www.ubereats.com/mx-en/store/crepas-la-delicia-las-aguilas/4_H61wGDTP-c5ZT-kck81g,Ciudad de México,"['Latin American', 'Mexican', 'Vegetarian']",4.6,25,,19.352072017341825,-99.2170569060972,+525523439832,01759,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '9:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '9:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Ciudad de México', 'addressRegion': 'LATAM', 'postalCode': '01759', 'addressCountry': 'MX', 'streetAddress': 'Avenida Las Águilas & Tercera Cerrada de las Águilas, Local F'}","{'@type': 'GeoCoordinates', 'latitude': 19.352072017341825, 'longitude': -99.2170569060972}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '25'}"
Soriana - (Miyana) 🛒,https://www.ubereats.com/mx-en/store/soriana-miyana/H9qixr4qX2-64Kw-f2ARLQ,Ciudad de México,"['Everyday Essentials', 'Mercado Express', 'Grocery']",4.7,135,,19.439796,-99.199985,+18111792231,11520,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '7:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Ciudad de México', 'addressRegion': 'LATAM', 'postalCode': '11520', 'addressCountry': 'MX', 'streetAddress': 'Av. Ejercito Nacional 769'}","{'@type': 'GeoCoordinates', 'latitude': 19.439796, 'longitude': -99.199985}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '135'}"
Nimi's Shawarma & Falafel - Escandón,https://www.ubereats.com/mx-en/store/nimis-shawarma-%26-falafel-escandon/Ofb13t67VZyAEf8rPLQa-Q,Miguel Hidalgo,"['Middle Eastern', 'Vegan', 'Comfort Food']",4.7,50,$$,19.40415,-99.17775,+573104357634,11800,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Miguel Hidalgo', 'addressRegion': 'LATAM', 'postalCode': '11800', 'addressCountry': 'MX', 'streetAddress': 'Avenida Progreso 128'}","{'@type': 'GeoCoordinates', 'latitude': 19.40415, 'longitude': -99.17775}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '50'}"
Hijas de la Tostada Santa Fe,https://www.ubereats.com/mx-en/store/hijas-de-la-tostada-santa-fe/gXVKI9SUXO-lnszGDELvCg,Cuajimalpa de Morelos,"['Mexican', 'Latin American', 'New Mexican']",,,,19.359539505732815,-99.27859085679636,+525579217677,05340,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '13:0', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Cuajimalpa de Morelos', 'addressRegion': 'LATAM', 'postalCode': '05340', 'addressCountry': 'MX', 'streetAddress': 'Avenida Juan Salvador Agraz 50'}","{'@type': 'GeoCoordinates', 'latitude': 19.359539505732815, 'longitude': -99.27859085679636}",{}
Ramen Sairi,https://www.ubereats.com/mx-en/store/ramen-sairi/x0MWNdHySOy8h4kwTdgZtw,Cuauhtémoc,"['Japanese', 'Asian', 'Sushi']",4.9,20,,19.40836036442452,-99.17641543345346,+525511065962,06100,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:30', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:30', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Cuauhtémoc', 'addressRegion': 'LATAM', 'postalCode': '06100', 'addressCountry': 'MX', 'streetAddress': 'Calle Alfonso Reyes 139, Local 1 y 2'}","{'@type': 'GeoCoordinates', 'latitude': 19.40836036442452, 'longitude': -99.17641543345346}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '20'}"
Nimi’s Shawarma & Falafel - Lomas Verdes,https://www.ubereats.com/mx-en/store/nimis-shawarma-%26-falafel-lomas-verdes/Q4oUq_LYUjS-kgPT7oyvzw,Mexico City,"['Middle Eastern', 'Vegan Friendly', 'Comfort Food']",,,$,19.49937,-99.25065,+525548659475,53230,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Mexico City', 'addressRegion': 'Estado de México', 'postalCode': '53230', 'addressCountry': 'MX', 'streetAddress': 'Av Lomas Verdes 414, Plaza Lomas Verdes'}","{'@type': 'GeoCoordinates', 'latitude': 19.49937, 'longitude': -99.25065}",{}
La Castellana 🛒🍾 (Pedregal),https://www.ubereats.com/mx-en/store/la-castellana-pedregal/nUeAvzA7QR-7ylQvJ9nv8w,Mexico City,"['Alcohol', 'Alcohol', 'Liquor Stores', 'Smoke Shop', 'Wine', 'Drinks', 'Beer', 'Grocery', 'Conveniência']",5.0,31,$,19.3164047,-99.2118807,+525533931239,01900,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '9:0', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '9:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '10:0', 'closes': '20:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Mexico City', 'addressRegion': '', 'postalCode': '01900', 'addressCountry': 'MX', 'streetAddress': 'AVENIDA DE LAS FUENTES #556 COL. JARDINES DEL PEDREGAL'}","{'@type': 'GeoCoordinates', 'latitude': 19.3164047, 'longitude': -99.2118807}","{'@type': 'AggregateRating', 'ratingValue': 5, 'reviewCount': '31'}"
La Ramona de los Tuétanos ,https://www.ubereats.com/mx-en/store/la-ramona-de-los-tuetanos/3jVgODYsRqWmNQNZ7m-Xmg,Mexico City,"['Comfort Food', 'Burgers', 'Mexican', 'Allergy Friendly']",4.6,12,,19.404783925225896,-99.16271113299473,+525584652097,06760,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '13:0', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '11:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday'], 'opens': '13:0', 'closes': '21:41'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '13:0', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Mexico City', 'addressRegion': 'Mexico City', 'postalCode': '06760', 'addressCountry': 'MX', 'streetAddress': 'Eje 4 Sur Tehuantepec 144'}","{'@type': 'GeoCoordinates', 'latitude': 19.404783925225896, 'longitude': -99.16271113299473}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '12'}"
Sandwiches con Madre,https://www.ubereats.com/mx-en/store/sandwiches-con-madre/vTEiH7hDXyKOmgitepbhkg,Álvaro Obregón,"['American', 'Sandwiches']",,,,19.34961,-99.18838,+525528254806,01000,,,,[],"{'@type': 'PostalAddress', 'addressLocality': 'Álvaro Obregón', 'addressRegion': 'Ciudad de México', 'postalCode': '01000', 'addressCountry': 'MX', 'streetAddress': 'Camino al Desierto de los Leones 34'}","{'@type': 'GeoCoordinates', 'latitude': 19.34961, 'longitude': -99.18838}",{}
Central Waffles / Crepas,https://www.ubereats.com/mx-en/store/central-waffles-crepas/hUF-HTyrT9OmCV3__YqnzA,Ciudad de México,['French'],4.2,58,$$,19.3763955,-99.1582987,+525588410164,03650,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '9:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '9:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '12:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '9:0', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Ciudad de México', 'addressRegion': 'Ciudad de México', 'postalCode': '03650', 'addressCountry': 'MX', 'streetAddress': 'Av. Division del Nte. 1282, Letran Valle'}","{'@type': 'GeoCoordinates', 'latitude': 19.3763955, 'longitude': -99.1582987}","{'@type': 'AggregateRating', 'ratingValue': 4.2, 'reviewCount': '58'}"
"ABCD Lonchería de Barrio ""La Caprichosa"".",https://www.ubereats.com/mx-en/store/abcd-loncheria-de-barrio-%22la-caprichosa%22/uMIbWW2rRNm7pMQPqQB9nw,,"['Burgers', 'Coffee and Tea', 'Crepe']",,,,19.44266,-99.19428,+525522973696,,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '8:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '8:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '8:0', 'closes': '21:0'}]",,"{'@type': 'GeoCoordinates', 'latitude': 19.44266, 'longitude': -99.19428}",{}
Tortas Las Juanas Santa Fe 2,https://www.ubereats.com/mx-en/store/tortas-las-juanas-santa-fe-2/U5fSCy3BTCyHtMnSryA4PQ,Mexico City,['Mexican'],,,$$,19.3610621,-99.2736629,+525550859325,05348,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '19:40'}]","{'@type': 'PostalAddress', 'addressLocality': 'Mexico City', 'addressRegion': '', 'postalCode': '05348', 'addressCountry': 'MX', 'streetAddress': 'Vasco de Quiroga 3800, Lomas de Santa Fe, Contadero, 05109 Ciudad de México, CDMX, Mexico'}","{'@type': 'GeoCoordinates', 'latitude': 19.3610621, 'longitude': -99.2736629}",{}
P.F. Chang's (Santa Fé),https://www.ubereats.com/mx-en/store/pf-changs-santa-fe/S2rNVLX1RKyQQlhGJKGSOg,Ciudad de México,"['Asian', 'Family Friendly', 'Chinese', 'Sushi', 'Asian Fusion']",4.7,235,$$,19.361958100143184,-99.27676639933469,+525521678199,05348,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '21:40'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday'], 'opens': '12:0', 'closes': '22:40'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Thursday', 'opens': '12:0', 'closes': '23:40'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '12:0', 'closes': '21:40'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '23:40'}]","{'@type': 'PostalAddress', 'addressLocality': 'Ciudad de México', 'addressRegion': 'Ciudad de México', 'postalCode': '05348', 'addressCountry': 'MX', 'streetAddress': 'Vasco de Quiroga 3800, Lomas de Santa Fe, Contadero'}","{'@type': 'GeoCoordinates', 'latitude': 19.361958100143184, 'longitude': -99.27676639933469}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '235'}"
Dr. Pizza (Condesa),https://www.ubereats.com/mx-en/store/dr-pizza-condesa/BgvJwRU1VA2VbSCHo0iIZg,Mexico City,"['Pizza', 'Italian', 'American']",4.8,371,$,19.41511,-99.16802,+525551227454,6100,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '13:0', 'closes': '21:50'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '13:0', 'closes': '22:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'Mexico City', 'addressRegion': 'CDMX', 'postalCode': '6100', 'addressCountry': 'MX', 'streetAddress': 'Pl. Popocatépetl 41'}","{'@type': 'GeoCoordinates', 'latitude': 19.41511, 'longitude': -99.16802}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '371'}"
Amorino (Artz),https://www.ubereats.com/mx-en/store/amorino-artz/d_XuhplTRvypto-IQHuHYg,Mexico City,"['Desserts', 'Family Friendly']",,,$,19.3135781,-99.2185469,+525552068202,01900,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday'], 'opens': '11:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Mexico City', 'addressRegion': 'Ciudad de Mexico', 'postalCode': '01900', 'addressCountry': 'MX', 'streetAddress': 'Anillo Periférico 3720, Jardines del Pedregal'}","{'@type': 'GeoCoordinates', 'latitude': 19.3135781, 'longitude': -99.2185469}",{}
Los Tacos Michigan,https://www.ubereats.com/mx-en/store/los-tacos-michigan/6iuCzuZzXo-rXfxoTLzT7g,Cuahutemoc,"['Tacos', 'Tacos', 'New Mexican']",4.4,26,$$,19.427944654160136,-99.17000891704465,+5593009049,6500,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '23:59'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday'], 'opens': '10:0', 'closes': '23:59'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '10:0', 'closes': '2:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Cuahutemoc', 'addressRegion': 'LATAM', 'postalCode': '6500', 'addressCountry': 'MX', 'streetAddress': 'Rio Lerma 179'}","{'@type': 'GeoCoordinates', 'latitude': 19.427944654160136, 'longitude': -99.17000891704465}","{'@type': 'AggregateRating', 'ratingValue': 4.4, 'reviewCount': '26'}"
Petco 🛒🐶🐱🐭(Express Plaza Jolie),https://www.ubereats.com/mx-en/store/petco-express-plaza-jolie/qh6DKxNWUBWiX8RmjGQ3xw,Ciudad de México,"['Pet Shop', 'pet supplies', 'Everyday Essentials']",,,,19.31944197,-99.21107942,+525544565447,1900,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '8:30', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Ciudad de México', 'addressRegion': 'LATAM', 'postalCode': '1900', 'addressCountry': 'MX', 'streetAddress': 'Av. De las Fuentes 425'}","{'@type': 'GeoCoordinates', 'latitude': 19.31944197, 'longitude': -99.21107942}",{}
Burguereando,https://www.ubereats.com/mx-en/store/burguereando/t9lcx5P4UM-LBxgyQ-pRrQ,Álvaro Obregón,"['Burgers', 'Wings', 'BBQ']",,,,19.36419,-99.19522,+525532467373,01600,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '14:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday'], 'opens': '14:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '14:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Álvaro Obregón', 'addressRegion': 'LATAM', 'postalCode': '01600', 'addressCountry': 'MX', 'streetAddress': 'Barranca del Muerto 575'}","{'@type': 'GeoCoordinates', 'latitude': 19.36419, 'longitude': -99.19522}",{}
Dogos Ramones,https://www.ubereats.com/mx-en/store/dogos-ramones/2XoSDpK6TPKbEfVwcixqmA,Ciudad de México,"['Burgers', 'American', 'Sandwiches']",,,,19.398703550491263,-99.19175596494016,+525539553907,01140,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '19:30', 'closes': '1:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Ciudad de México', 'addressRegion': 'LATAM', 'postalCode': '01140', 'addressCountry': 'MX', 'streetAddress': 'Calle Garza 13'}","{'@type': 'GeoCoordinates', 'latitude': 19.398703550491263, 'longitude': -99.19175596494016}",{}
Jugos Y Cócteles De Frutas Polanco,https://www.ubereats.com/mx-en/store/jugos-y-cocteles-de-frutas-polanco/Tp4319uwViyjA8FUQLsgQA,Miguel Hidalgo,"['Pure Veg', 'Healthy', 'Vegetarian', 'Gourmet', 'Premium', 'Specialty Foods', 'Vegan', 'Soul Food', 'Everyday Essentials', 'Mercado Express', 'Salads', 'Gluten Free Friendly', 'Vegetarian Friendly', 'Healthy', 'Vegan Friendly', 'Vegan', 'Vegetarian Friendly', 'Vegetarian', 'Soul Food', 'Gluten Free Friendly', 'Gluten Free', 'Juice and Smoothies']",4.3,31,,19.44155,-99.19203,+525554507759,11520,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '9:0', 'closes': '17:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Miguel Hidalgo', 'addressRegion': 'LATAM', 'postalCode': '11520', 'addressCountry': 'MX', 'streetAddress': 'Laguna Yuriria 26, Granada'}","{'@type': 'GeoCoordinates', 'latitude': 19.44155, 'longitude': -99.19203}","{'@type': 'AggregateRating', 'ratingValue': 4.3, 'reviewCount': '31'}"
curry & kabab bangladesh and indian food,https://www.ubereats.com/mx-en/store/curry-%26-kabab-bangladesh-and-indian-food/6RV0uragR4my1pTBZn8vxg,Cuauhtémoc,"['Indian', 'Vegetarian', 'Asian']",4.2,64,$,19.40999,-99.175766,+525576625866,06170,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '13:0', 'closes': '21:40'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '13:0', 'closes': '21:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'Cuauhtémoc', 'addressRegion': 'LATAM', 'postalCode': '06170', 'addressCountry': 'MX', 'streetAddress': 'Campeche 396'}","{'@type': 'GeoCoordinates', 'latitude': 19.40999, 'longitude': -99.175766}","{'@type': 'AggregateRating', 'ratingValue': 4.2, 'reviewCount': '64'}"
The Healthy Bakery (Pedregal),https://www.ubereats.com/mx-en/store/the-healthy-bakery-pedregal/fDzI_o1_UDqH99x_PFo3Pw,Álvaro Obregón,"['American', 'Breakfast and Brunch', 'Desserts']",4.8,25,,19.33751,-99.20923,+525541337263,01080,,,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '8:0', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Álvaro Obregón', 'addressRegion': 'LATAM', 'postalCode': '01080', 'addressCountry': 'MX', 'streetAddress': 'Lic. Francisco Benítez 93, Progreso'}","{'@type': 'GeoCoordinates', 'latitude': 19.33751, 'longitude': -99.20923}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '25'}"
